"SAT: 1560
ACT: None
Unweighted GPA: 4
Weighted GPA: 5.023
Rank: None
AP Courses: 17
IB Courses: None","National Merit Finalist
Description: Index Score: 226
AP Scholar with Distinction
Description: AP Capstone Diploma, African American Recognition Program
2nd place State Science Fair
Description: $75 + $30,000 scholarship to a local school, needed first place to qualify for ISEF
Regional Science Fair: 1st award + perfect score + judge's award
Description: $50
3rd place State Science Fair
Description: $50 + $60,000 scholarship to a local school","Selective Materials Science Summer Programs: most recent was at University of Pennsylvania
Science Fair Club co-Leader: 4-year member, mostly computational materials science research
Selective Science/Laboratory Research Programs: most recent was a cancer research program, specifically focused on lung cancer applications
4-year Varsity Soccer Player: top 5 nationally ranked team, State Champs
African American Student Union Grade Representative
Club Soccer co-Captain: one of the teams was nationally ranked
National Honor Society Vice President
Volunteer as a homework tutor: 250+ volunteer hours
Leader/Founder of Club offering free SAT tutoring
Junior Camp Counselor
Investment Club participant
Small Soccer Cleats Business on eBay
Play the piano: fur Elise, moonlight sonata, etc.
Organized Soccer gear drive to Africa on a family visit","Yale University
Columbia University
Cornell University
Duke University
University of Pennsylvania
Vanderbilt University
Carnegie Mellon University
Northwestern University
Rice University
Johns Hopkins University
Georgia Institute of Technology
University of Michigan, Ann Arbor
Northeastern University
Case Western Reserve University
University of Pittsburgh - Accepted with $40
Pennsylvania State University, University Park"
"SAT: 1360
ACT: None
Unweighted GPA: None
Weighted GPA: 4
Rank: None
AP Courses: 7
IB Courses: None","Certificate from Biotechnology/Medical Research Program for Year 1
Certificate from Biotechnology/Medical Research Program for Year 2
Certificate from Academy from Museum
Honor Roll","Greenhouse: Member for 3 years
Saturday Academy at Museum: Participant for 6 weeks
Kpop Club: Member for 2 years
Discussions Club: Member for 1 year (Virtual Club)
Medical/Biotechnology Research Program: Class President for 2 years
TV Show Club: Member for 1/2 year (Virtual Club)
College Program: Member for 1 year
UNICEF Club: Member for 1 year","Hunter College
Northeastern University
Northwestern University
Stonybrook University
Binghamton University
University of Albany
Colgate University
Union College
University of Pennsylvania
Cornell University"
"SAT: 1550
ACT: None
Unweighted GPA: 97.6
Weighted GPA: 99.85
Rank: None
AP Courses: 11
IB Courses: None","FIRST Dean's List Finalist
Description: Selected as one of the top students promoting STEM in the FIRST Robotics Program.
NCWIT National Honorable Mention
Description: 10.
NCWIT Regional Winner
Description: 10, 11.
National Merit Scholarship Commended Student
Description: 12.
High/exceptional honors every quarter
Description: At school.
Won 4 hackathons",,Massachusetts Institute of Technology
"SAT: 1500
ACT: None
Unweighted GPA: None
Weighted GPA: 4.16
Rank: None
AP Courses: 9
IB Courses: None","Seal of Biliteracy (French)
National Merit Commended Scholar
School Award for Journalism Achievement
School Award for Honors English 10 Achievement
Completed special arts-related coursework","School theatre: acting and head of costumes
Anchor on school news: editing, interviewing, running cameras
Community theatre: won playwriting contest multiple summers, wrote, directed, and acted
Camp counselor: helped kids with reading skills
Mini guidance counselor: supported 20 freshmen for one year
Presenter: prepared and gave presentations to freshmen and sophomore classes
Politics club: member for two years
Dungeons and Dragons club: member for one year","University of Maryland, College Park
Virginia Commonwealth University
American University
Syracuse University
Bryn Mawr College"
"SAT: 1440
ACT: None
Unweighted GPA: 95.3
Weighted GPA: None
Rank: None
AP Courses: 11
IB Courses: None","Duke of Edinburgh Bronze, Silver & Gold Award
Tennis Provincial Champions in Freshman year
Royal Conservatory of Music Piano Level 10 with first-class honours
Small Local Public Policy Award
AP Scholar with Distinction/School Honour Roll","Family Responsibility/Amazon Business: Most involved activity, a lot of manual labour, navigating repricing software, listing products, and finding creative solutions for the vitality of the business world
Founder of a small business on Etsy: Wrote descriptions/listed ~300 items, qualified as a ""Star Seller"" on the platform for ~200 sales
Freelance writer & editor on Medium: Igniting and sharing everything history through writing articles weekly. Was a top writer in the ""art"" category. Served as an editor for a big history publication that had 500k+ monthly views.
Various Volunteering Activities: ~200 hours throughout high school. Had leadership position within 3 primary activities: 1 for a non-profit student publication, 1 for a regional political campaign, and 1 for school-related events.
Varsity Tennis: Played singles/doubles. Provincial/State champions in freshman year.
JV Basketball: Just a school sport and we didn't win anything.
Head of Chess Club: Organized lessons/tournaments. Regular meetings twice a week.
Piano: Followed the Royal Conservatory of Music Curriculum and occasionally performed as part of the piano club.
Brown University Summer Program: A standard monthly summer program that was online.
Original Independent Research: Examined the impact of the pandemic on sellers of an e-commerce company. Wrote a ~6,000 word research paper that was accepted into an online eJournal and was downloaded 300+ times.",Northwestern University
"SAT: None
ACT: 31
Unweighted GPA: 3.7
Weighted GPA: 4.6
Rank: 18/250
AP Courses: 7
IB Courses: None","Girls State
AP Scholar with Honor
Cross Country Athlete of the Week
Dance awards","Worked on senatorial campaign
Poll manager
Volunteered for a voting registration campaign
Ballroom dancer
Student government
Model UN
Youth 4 Abolition
Cross Country
Shift leader at ice cream store
Beta Club","George Washington University
American University
Fordham University
Pace University
College of Charleston
Loyola University Chicago
University of South Carolina"
"SAT: None
ACT: 35
Unweighted GPA: 3.78
Weighted GPA: 4.29
Rank: None
AP Courses: 9
IB Courses: None","National Merit Commended
New York Times Summer reading contest winner
Description: Work chosen as the winner out of 1000 entries and published in the New York Times.
Runners up for another New York Times contest
Member of national journalism honors society
College Board African American Scholar","Lead editor of yearbook: Responsible for designing tasks for yearbook members, coming up with spread ideas, and meeting with teachers and designers.
Receptionist in a medical office: Worked 10-12 hours per week.
Theater: Acted in every school production, averaging around 8 hours a week for 2-3 month periods.
Leader of community service club: Worked with an after school program for underserved kids, ran fundraisers, connected with kids, and helped with homework.
Selected for summer journalism program: Participated in a two-week program at a top newspaper, learning from editors and writing pieces.
Selected to attend diversity conference: Attended a week-long national student diversity conference focused on fostering diversity in communities.
Track: Ran track for school and won a minor award.
Social Justice Initiative: Helped plan social justice and DEI programming, spoke at assemblies, and designed programming to teach about diversity.
Honor Code initiative: Planned presentations about the honor code and gave talks to students about cheating.
Newspaper Editor: Edited articles and wrote a few for the school newspaper, though participation decreased this year.",Brown University
"SAT: None
ACT: 31
Unweighted GPA: 3.93
Weighted GPA: 4.53
Rank: 13/505
AP Courses: 2
IB Courses: 10","Teen Art Show Silver Award
Summer Residential Governors School Finalist for Visual Art
County Superintendents Pick for Visual Arts
Letter of Academic Achievement","Founder of a print/online magazine and website for creative youth with 350+ contributors
Art Club Head Muralist and Historian
Co-Founder/Meet Director for school Photography Club
Arts Director/Co-founder of Community club bringing awareness to social issues
ACLU Gentrification Event Organizer and Volunteer
Editorial Writer of Social Advocacy publication
Graphic Designer and Product/Portrait Photographer for beauty supply job
Varsity Gymnast for one year
Outreach Intern for Tedra Cobb for Congress
Stage Crew in School Theatre
North American Architecture and Gentrification School Concentration
Inspire Member - helped seniors become registered to vote in voter registration rallies and ads","Columbia University
University of Chicago
University of Michigan, Ann Arbor
University of Virginia
Washington University in St. Louis
Virginia Institute of Technology
The Ohio State University
Pennsylvania State University, University Park
Fordham University"
"SAT: 1540
ACT: None
Unweighted GPA: 3.95
Weighted GPA: 4.85
Rank: None
AP Courses: 8
IB Courses: None","25K Scholarship to any school","National Honor Society
Math Honors Society
Science Honors Society
Math, Science, and Engineering Club
Varsity Cross Country
Varsity Tennis","Massachusetts Institute of Technology
Princeton University
Columbia University
University of Pennsylvania
Stanford University
Arizona State University"
"SAT: 1570
ACT: None
Unweighted GPA: 4.6
Weighted GPA: 4.7
Rank: None
AP Courses: None
IB Courses: 3",High school high honor roll,"National Honor Society
French Club Vice President
Green Team
Taking care of elementary students after school
Animal Care Initiative","Johns Hopkins University
Carnegie Mellon University
University of Southern California
Virginia Institute of Technology
Georgia Institute of Technology
University of British Columbia"
"SAT: 1510
ACT: 34
Unweighted GPA: 3.55
Weighted GPA: 4.6
Rank: None
AP Courses: 9
IB Courses: None","QB Finalist
Description: National
Science Olympiad Nationals Qual
Description: State
Physics Award
Description: International with only 40 competitors
State Sport Championships
Description: State
National African American Scholar
Description: National
Regional, national, and international writing awards
Description: Included in additional information","Assistant Captain Varsity Sports Team
Hair Braider/Hair Care Business Owner
Head of Minority-integration task force: There are 8 Black students of 800+ students in my high school
Div Chair superintendent's advisory council: 3 hours every other week
Cofounder/copresident of after school maker space/mentorship program: For elementary school students to explore engineering
Phys and Bio Leader Science Olympiad: 2 hours for a few weeks
Robotics mentor for low-income middle school students of color: At neighborhood civic center through a program
Computer Repair Engineer at tech access nonprofit: At local library, 3 hours
Slam poet/creative writer: 2 hours
Founder/President Physics Team: 1 hour for a few weeks
Employee at STEM tutoring center: 8 hours","Duke University
Columbia University
Harvard University
Princeton University
Rice University
Washington University in St. Louis
Johns Hopkins University
University of Southern California
Northwestern University
Tufts University
New York University"
"SAT: 1560
ACT: None
Unweighted GPA: 3.99
Weighted GPA: None
Rank: None
AP Courses: None
IB Courses: 8","All India ICSE Topper in 7 subjects
Finalist, John Locke Economics Essay Competition
Best Delegate, Talerang MCC
Description: A business case competition.
Academic Excellence for IBDP Year 11
Description: Achievement Awards in Economics, Math, English, Chemistry, Physics.
Commendation, Australian Mathematics Competition","Team Marketing Leader: Head of Business and Costing for Space Settlement Design Competitions, winner at Indian and Asian levels, finalist internationally.
Lead Author: Research paper in Development Economics analyzing the failure of a slum redevelopment scheme in Mumbai.
House Captain: Organized a shark-tank inspired entrepreneurship event as part of the School Student Council.
Founder & Content Head: Established a financial literacy organization, moderated videos for younger students, and managed social media content strategy.
Head and Deputy Head of Writing: Managed a team of 12 writers for the Model United Nations Press Corps.
Home Business Assistant: Assisted in a home kitchen business, priced product line, and undertook social media marketing.
Instructor and Activity Leader: Engaged students in physical activities during COVID lockdown, trained students aged 11-13.
Project Leader: Conducted research to integrate Female domestic workers into the cashless economy.
Intern: Worked at an investment bank, profiled potential investors, and categorized backend database information.
Student: Participated in the Kenyon Review Young Writers Online workshop, exploring modern literary techniques.","New York University
University of Texas at Austin"
"SAT: 1540
ACT: None
Unweighted GPA: 4
Weighted GPA: 4.7
Rank: None
AP Courses: 8
IB Courses: None","Regional Robotics Competition
Description: Won
National Spanish Exam Gold Award
School Wide Award
Description: Won
Best Intern at Tech Startup
National Merit Semifinalist","Robotics Team: Won some regional competitions
Youth Magazine: Wrote articles, 18 published, editor senior year
Community Service Trip: Trip to Laos to help build village
Stanford Summer Program
Intern at Local Tech Startup: Got coffee, received great letter of recommendation
Vice President of School","Stanford University
Harvard University
Yale University
Vanderbilt University
University of California, Los Angeles
University of California, Berkeley
University of California, Davis"
"SAT: 1530
ACT: None
Unweighted GPA: 3.86
Weighted GPA: 4.53
Rank: 30/1345
AP Courses: 15
IB Courses: None","1st Place Grand Award
Description: Won at ISEF.
1st Place Special Award
Description: Won at ISEF.
Grand Prize
Description: Won at TXSEF and received several other regional and state science fair awards.
Research Presentation
Description: Presented and published research at an Massachusetts Institute of Technology undergraduate conference.
Hackathon Wins
Description: Won several university-sponsored hackathons (Rice, UTD).
AIME Qualifier
Description: Qualified twice for AIME.
News Feature
Description: Featured on NBC for research.","Software Developer: Wrote software to automate large data processing tasks for a major democratic political organization for the 2020 election.
Research Assistant: Worked on vape sensing research at a local university and helped sell 80 units to schools across North Texas.
Camp Director: Directed an intensive summer camp teaching approximately 150 middle and high school students about computer science and artificial intelligence.
Science Research Club President: Led the Science Research Club.
CS and Math Club Vice President: Assisted in leading the CS and Math Club.
Software Developer: Led a team of two other high school developers to create software for decentralized cryptomining, resulting in $2200 donated to charity.",University of Texas at Dallas (full ride + national merit stipend)
"SAT: 1450
ACT: None
Unweighted GPA: 3.89
Weighted GPA: None
Rank: None
AP Courses: 8
IB Courses: None","National Hispanic Scholar
Description: national
Silver Recipient of Environmental Award
Description: state/regional
Honorable mention of poetry contest
Description: state/regional
AP Scholar
Description: national
Environmental Award
Description: state/regional","Head & Founder of Diversity Committee at National Environmental Non-Profit: paid job
Sponsored Ecological Research Trip: collected data with community researchers at a national forest
Research project on jellyfish: presented findings at symposium
Passion project: hosted bake sales: raised funds for school supplies for a school in the Andes
Participated in Youth Social Justice Class: paid stipend
President of Environmental Club
Leader of Environmental Campaign: hosted tree planting event at school during COVID closure
Participated in local environmental justice non-profit's political organizing classes
Assistant Stage Manager for school theater productions
Youth Leadership position at local writing non-profit","University of California, Davis
University of California, Santa Cruz
University of California, Berkeley
University of California, San Diego
California Polytechnic State University, Pomona
California Polytechnic State University
Cornell University"
"SAT: None
ACT: 34
Unweighted GPA: 4
Weighted GPA: 4.7
Rank: 1/35
AP Courses: 2
IB Courses: None","Dean's List at Community College
All-State Academic Team Track and Field
Academic Letter
Platinum ACT NCRC","Track and Field: Varsity all 4 years, all-region 1st team 2021
PTK: Secretary/VP position, significant involvement, 12th grade
Choir: 9th and 12th grade, section leader, district honor choir, audition-only gig performances
Cross Country: 12th grade
Volunteering at respite center: 11th grade",Boston University
"SAT: None
ACT: 34
Unweighted GPA: 3.6
Weighted GPA: None
Rank: None
AP Courses: None
IB Courses: 6","Writing Competition
Boxing Tournament Win
Another Boxing Tournament Win
MUN Award
High Honors Academic Award","Writing: Self Initiative - wrote and edited articles for school newspaper; wrote over 100 short stories, poetry, and novellas; incoming novel from redacted Press.
Intern: Intern at finance division at redacted Mall - worked primarily with Excel to construct cash flow forecasts, profit and loss accounts, general budgeting, and projected revenues.
Swim: Team member at redacted Sporting Club - improved physical health; improved swimming speed and skill; participated in regional events.
Founder: Investment Club - prepared and presented presentations on topics related to finance; hosted discussions with local businessmen; organized activities to engage participants.
Self Initiative: Dropshipping business - set up multi-product website using Shopify; contracted with suppliers on Alibaba; created advertisements and promoted them online; sold over 400 units.
Co-founder: Social Enterprise Academy - participated in 2-year long entrepreneurship course; co-founded non-profit selling pet food to fund solutions for surplus of strays; 16k EGP in revenue.
Delegate: Model United Nations - prepared and debated resolutions as delegate in HRC and general assembly both internationally and nationally; hosted and promoted conferences.
Self Initiative: Investing - invested in crypto with over 120% return; researched various coins to alter personal portfolio; mined Ethereum with GPU.
Volunteer: Welcoming Committee - welcomed new students to high school and introduced them to existing students; gave tours; assisted with navigation; addressed parental concerns; advised on courses.
Volunteer: Food Drive - collected and stored food and donations for blue-collar workers; encouraged donations by creating campaigns and posters; assisted in division of food.","University of British Columbia
University of Toronto
Western University
Wilfrid Laurier University
McMaster University
Birmingham University
Manchester University
King's College London
Fordham University
Northeastern University
Claremont McKenna College
New York University"
"SAT: 1560
ACT: None
Unweighted GPA: 4
Weighted GPA: 5.3
Rank: None
AP Courses: 15
IB Courses: None","1st in international math competition
Description: Lesser known, not IMO
State level Science Olympiad awards
National sports recognition
National Merit Finalist
HOSA internationals
Regional essay contests","Math team: Officer position
Science Olympiad: Member
Local cultural organization: Volunteer
Varsity Volleyball: Player
Club Volleyball: Player
Research at well-known university
Summer research internship
HOSA: Officer
Best Buddies
Social justice work and volunteer activities","University of Notre Dame
University of Michigan, Ann Arbor
University of Illinois, Urbana Champaign
Rice University
University of Rochester
University of Oxford
Emory University
Vanderbilt University
Bowdoin College
Northwestern University
Dartmouth College"
"SAT: 1550
ACT: 36
Unweighted GPA: 4
Weighted GPA: 4.7
Rank: None
AP Courses: 18
IB Courses: None","Scholar Athlete
National Merit Semifinalist","Cross Country
Track
Teaching Java and Python to middle schoolers
VP of Senior Citizen Letter Writing Initiative
Science Fair participant
Independent research and patent filing
ML Image Classifier program participant
Interned and job-shadowed with Professor of Pharmaceutical Sciences
DECA member
War Memorial cleanup crew member
Key Club
National Honor Society","Virginia Institute of Technology
University of Illinois, Urbana Champaign
The Ohio State University
University of California, Davis
University of California, San Diego
Georgia Institute of Technology
Carnegie Mellon University
University of Pennsylvania
Rice University"
"SAT: 1560
ACT: 35
Unweighted GPA: 4
Weighted GPA: 4.57
Rank: 4/328
AP Courses: 8
IB Courses: None","BaUniversity of Southern Californiah and Lomb Honorary Science Award
QuestBridge National College Match Finalist
Outstanding Research Award
Description: School-based
Other small local awards
Description: Music related","Current research project: Building a particle detector to determine neutron structure
Previous research: Analyzing school funding and its effect on test scores
Theater: Lead roles in the past 2 musicals
Choir: Lead voice part and teaches music to others in my section
Local math group: Learns select topics in math (number theory, complex geometry, game theory, etc.)
State summer program: Took a course in cryptography","Massachusetts Institute of Technology
University of Virginia
Virginia Institute of Technology
California Institute of Technology
Princeton University
Stanford University
Vanderbilt University
Emory University
Pomona College"
"SAT: 1570
ACT: None
Unweighted GPA: 3.9
Weighted GPA: None
Rank: None
AP Courses: 11
IB Courses: None","Published Journal (International)
AP Scholar with Distinction (National)
Environmental Award (National)
High school merit awards (school)
Academic award — awarded to 3 students with highest GPA in the class (school)","Research internship at T20, related to medical/assistive devices
Founder of 501c3 that aims to raise awareness for the disability community
Community service at disability welfare center
Independent research about history of disability education at my high school
Independent research about COVID and other infectious diseases — published in international level journal
Environmental summer program — my group received national recognition
High school leadership 1
High school leadership 2
Varsity level sport — received regional recognition (New England 2 team)
Community service trip to foreign country","Johns Hopkins University
Case Western Reserve University"
"SAT: None
ACT: 35
Unweighted GPA: 3.9
Weighted GPA: None
Rank: None
AP Courses: 12
IB Courses: None","NHS secretary
Tri-M secretary
National Latin Exam gold x4
Random school award
AP scholar with distinction","long term music commitment: 7 hours per week, 40 weeks per year, 6 years
volunteering teaching kids with disabilities: 10 hours per week, 8 weeks per year, 4 years
research assistant at University of Rochester: 10 hours per week, 6 weeks per year, 1 year
neurology internship at private practice: 12 hours per week, 4 weeks per year, 1 year
principal horn of city's youth orchestra: 4 hours per week, 36 weeks per year, 3 years
wind quintet: 3 hours per week, 36 weeks per year, 2 years
part time job: 18 hours per week, 48 weeks per year, 2 years
volunteer at cancer center: 6 hours per week, 8 weeks per year, 1 year
school cancer organization secretary: 3 hours per week, 36 weeks per year, 2 years
literary magazine: 2 hours per week, 36 weeks per year, 4 years","University at Buffalo
Binghamton University
University of Pittsburgh
Northeastern University
Oberlin College
Colby College
Cornell University
University of Rochester"
"SAT: 1520
ACT: None
Unweighted GPA: 3.9
Weighted GPA: 4.16
Rank: None
AP Courses: 7
IB Courses: 7","Bilingual IB Diploma
STEM Diploma
Two time state winner in stock trading game","Student Council Vice President
Varsity Swim Team
Club Swimming 16hrs/week
Co-Leader of investment club
Co-Founder/Co-leader CS club - teach kids to code in Python and host coding exhibitions
Summer intern in 2019 (tech company)
Volunteer for Fundraising campaign (raised $20,000 in 7 weeks)
Math tutor for an elementary schooler
Programmer - programmed random stuff
Investor","Pennsylvania State University, University Park
University of Georgia
Georgia Institute of Technology
University of Michigan
Carnegie Mellon University
University of Pennsylvania"
"SAT: 1420
ACT: None
Unweighted GPA: 4
Weighted GPA: 4.54
Rank: 2/300
AP Courses: 3
IB Courses: 5","Eagle Scout
Questbridge Scholar
Honor Rolls","Scouts: Have been involved for 11 years, serving as SPL during freshman year and currently an adult leader.
Student Council: Event Coordinator starting senior year.
Summer Camp Staff: Volunteer for Scouts.
Brotherhood Chair: For OA (Order of the Arrow).
Family Job: Work with family at their job once a week.",University of Pennsylvania
